"","X","Codigo","Size","Year","Forest","Plantation","Farming","ID","Territory","Povo","State","Municipality","Size_old","Legal_status","Identificada","Delimitada","Declarada","Year_dec","Homologada","Year_hom","Binary_hom","TI_RI_DI","Date_added_later","Tenure","Forest_perc","Farming_perc","Plantation_perc","Forest_change","Forest_change_perc"
"1",2,10202,3908.658257,1986,1623.901722,342.2748299,1559.465158,143,"Comboios","Guarani, Tupiniquim","ES","Aracruz",3872.14,"Regularizada","","20/02/2006","28/08/2007",2007,"8/11/10",2010,"Y","TI","N",0,41.54627024,39.89771057,8.756836934,-12.06363664,-0.308638817896021
"2",3,10202,3908.658257,1987,1637.365997,344.8866303,1543.483954,143,"Comboios","Guarani, Tupiniquim","ES","Aracruz",3872.14,"Regularizada","","20/02/2006","28/08/2007",2007,"8/11/10",2010,"Y","TI","N",0,41.89074329,39.4888438,8.823657828,13.46427449,0.344473054554895
"3",4,10202,3908.658257,1988,1659.112578,356.2490187,1501.865546,143,"Comboios","Guarani, Tupiniquim","ES","Aracruz",3872.14,"Regularizada","","20/02/2006","28/08/2007",2007,"8/11/10",2010,"Y","TI","N",0,42.44711276,38.424069,9.114355753,21.74658118,0.556369468757064
"4",5,10202,3908.658257,1989,1558.193592,400.5153748,1552.813362,143,"Comboios","Guarani, Tupiniquim","ES","Aracruz",3872.14,"Regularizada","","20/02/2006","28/08/2007",2007,"8/11/10",2010,"Y","TI","N",0,39.86517853,39.72752951,10.24687625,-100.9189855,-2.58193423073671
"5",6,10202,3908.658257,1990,1521.469253,377.7716598,1606.141634,143,"Comboios","Guarani, Tupiniquim","ES","Aracruz",3872.14,"Regularizada","","20/02/2006","28/08/2007",2007,"8/11/10",2010,"Y","TI","N",0,38.92561469,41.0918921,9.664995887,-36.72433953,-0.939563837903468
"6",7,10202,3908.658257,1991,1540.896955,404.8186819,1560.805739,143,"Comboios","Guarani, Tupiniquim","ES","Aracruz",3872.14,"Regularizada","","20/02/2006","28/08/2007",2007,"8/11/10",2010,"Y","TI","N",0,39.42265744,39.93200829,10.35697304,19.42770244,0.497042748754179
"7",8,10202,3908.658257,1992,1542.516078,414.424617,1568.286652,143,"Comboios","Guarani, Tupiniquim","ES","Aracruz",3872.14,"Regularizada","","20/02/2006","28/08/2007",2007,"8/11/10",2010,"Y","TI","N",0,39.46408143,40.12340167,10.60273346,1.619122282,0.0414239919568389
"8",9,10202,3908.658257,1993,1610.177617,389.6763659,1523.28207,143,"Comboios","Guarani, Tupiniquim","ES","Aracruz",3872.14,"Regularizada","","20/02/2006","28/08/2007",2007,"8/11/10",2010,"Y","TI","N",0,41.19514962,38.97199421,9.96956859,67.6615395,1.7310681837898
"9",10,10202,3908.658257,1994,1691.751443,396.2474887,1436.097527,143,"Comboios","Guarani, Tupiniquim","ES","Aracruz",3872.14,"Regularizada","","20/02/2006","28/08/2007",2007,"8/11/10",2010,"Y","TI","N",0,43.28215289,36.74144509,10.13768569,81.57382568,2.08700327110741
"10",11,10202,3908.658257,1995,1818.6865,394.8954173,1304.735904,143,"Comboios","Guarani, Tupiniquim","ES","Aracruz",3872.14,"Regularizada","","20/02/2006","28/08/2007",2007,"8/11/10",2010,"Y","TI","N",0,46.52968821,33.3806595,10.10309399,126.9350574,3.24753531912575
"11",12,10202,3908.658257,1996,1741.209641,519.0071346,1252.974042,143,"Comboios","Guarani, Tupiniquim","ES","Aracruz",3872.14,"Regularizada","","20/02/2006","28/08/2007",2007,"8/11/10",2010,"Y","TI","N",0,44.54750267,32.05637227,13.27839633,-77.47685884,-1.98218554157931
"12",13,10202,3908.658257,1997,1827.164911,399.2814319,1274.093349,143,"Comboios","Guarani, Tupiniquim","ES","Aracruz",3872.14,"Regularizada","","20/02/2006","28/08/2007",2007,"8/11/10",2010,"Y","TI","N",0,46.74660181,32.59669341,10.21530678,85.95527016,2.19909914114551
"13",14,10202,3908.658257,1998,1805.619527,411.7483156,1289.795439,143,"Comboios","Guarani, Tupiniquim","ES","Aracruz",3872.14,"Regularizada","","20/02/2006","28/08/2007",2007,"8/11/10",2010,"Y","TI","N",0,46.19537981,32.99841926,10.53426236,-21.54538433,-0.55122200288077
"14",15,10202,3908.658257,1999,1664.587255,549.2501396,1313.565834,143,"Comboios","Guarani, Tupiniquim","ES","Aracruz",3872.14,"Regularizada","","20/02/2006","28/08/2007",2007,"8/11/10",2010,"Y","TI","N",0,42.58717815,33.60656645,14.05214023,-141.0322718,-3.60820165199723
"15",16,10202,3908.658257,2000,1689.085271,435.4144539,1402.149038,143,"Comboios","Guarani, Tupiniquim","ES","Aracruz",3872.14,"Regularizada","","20/02/2006","28/08/2007",2007,"8/11/10",2010,"Y","TI","N",0,43.21394094,35.87289924,11.13974221,24.49801545,0.626762787617122
"16",17,10202,3908.658257,2001,1642.194858,434.3207978,1453.084702,143,"Comboios","Guarani, Tupiniquim","ES","Aracruz",3872.14,"Regularizada","","20/02/2006","28/08/2007",2007,"8/11/10",2010,"Y","TI","N",0,42.01428597,37.17604883,11.11176187,-46.89041325,-1.19965497536205
"17",18,10202,3908.658257,2002,1735.234398,419.5811905,1372.976755,143,"Comboios","Guarani, Tupiniquim","ES","Aracruz",3872.14,"Regularizada","","20/02/2006","28/08/2007",2007,"8/11/10",2010,"Y","TI","N",0,44.39463068,35.12654894,10.73466041,93.03954016,2.38034471275087
"18",19,10202,3908.658257,2003,1782.748205,405.9333385,1355.885205,143,"Comboios","Guarani, Tupiniquim","ES","Aracruz",3872.14,"Regularizada","","20/02/2006","28/08/2007",2007,"8/11/10",2010,"Y","TI","N",0,45.61023472,34.68927482,10.38549067,47.51380779,1.21560404276602
"19",20,10202,3908.658257,2004,1684.16091,374.006312,1477.020467,143,"Comboios","Guarani, Tupiniquim","ES","Aracruz",3872.14,"Regularizada","","20/02/2006","28/08/2007",2007,"8/11/10",2010,"Y","TI","N",0,43.08795497,37.78842688,9.568662374,-98.58729565,-2.52227974838784
"20",21,10202,3908.658257,2005,1682.30369,368.1089526,1474.370278,143,"Comboios","Guarani, Tupiniquim","ES","Aracruz",3872.14,"Regularizada","","20/02/2006","28/08/2007",2007,"8/11/10",2010,"Y","TI","N",0,43.04043945,37.72062384,9.417782994,-1.85721958,-0.0475155272701038
"21",22,10202,3908.658257,2006,1764.199775,369.2040546,1394.919731,143,"Comboios","Guarani, Tupiniquim","ES","Aracruz",3872.14,"Regularizada","","20/02/2006","28/08/2007",2007,"8/11/10",2010,"Y","TI","N",0,45.13568746,35.68794301,9.445800331,81.89608454,2.09524801492514
"22",23,10202,3908.658257,2007,1790.321096,369.5408597,1382.328783,143,"Comboios","Guarani, Tupiniquim","ES","Aracruz",3872.14,"Regularizada","","20/02/2006","28/08/2007",2007,"8/11/10",2010,"Y","TI","N",0,45.80398127,35.36581334,9.454417228,26.12132104,0.668293806275323
"23",24,10202,3908.658257,2008,1749.456455,368.6990274,1435.121989,143,"Comboios","Guarani, Tupiniquim","ES","Aracruz",3872.14,"Regularizada","","20/02/2006","28/08/2007",2007,"8/11/10",2010,"Y","TI","N",0,44.75849102,36.7164867,9.432879601,-40.86464077,-1.04549024455683
"24",25,10202,3908.658257,2009,1710.478984,370.1311403,1467.722384,143,"Comboios","Guarani, Tupiniquim","ES","Aracruz",3872.14,"Regularizada","","20/02/2006","28/08/2007",2007,"8/11/10",2010,"Y","TI","N",0,43.76128255,37.55054259,9.469519103,-38.97747109,-0.997208467130515
"25",26,10202,3908.658257,2010,1655.275798,369.6255907,1515.663537,143,"Comboios","Guarani, Tupiniquim","ES","Aracruz",3872.14,"Regularizada","","20/02/2006","28/08/2007",2007,"8/11/10",2010,"Y","TI","N",1,42.34895172,38.77707994,9.456585006,-55.20318584,-1.4123308360647
"26",27,10202,3908.658257,2011,1687.735655,371.3106619,1502.711017,143,"Comboios","Guarani, Tupiniquim","ES","Aracruz",3872.14,"Regularizada","","20/02/2006","28/08/2007",2007,"8/11/10",2010,"Y","TI","N",1,43.17941205,38.44569974,9.49969625,32.45985643,0.830460334358159
"27",28,10202,3908.658257,2012,1683.938286,371.7318627,1523.841047,143,"Comboios","Guarani, Tupiniquim","ES","Aracruz",3872.14,"Regularizada","","20/02/2006","28/08/2007",2007,"8/11/10",2010,"Y","TI","N",1,43.08225931,38.98629522,9.510472348,-3.797368788,-0.097152744965598
"28",29,10202,3908.658257,2013,1688.554678,369.7943303,1526.867595,143,"Comboios","Guarani, Tupiniquim","ES","Aracruz",3872.14,"Regularizada","","20/02/2006","28/08/2007",2007,"8/11/10",2010,"Y","TI","N",1,43.20036613,39.06372711,9.46090208,4.616391983,0.118106820281167
"29",30,10202,3908.658257,2014,1680.66661,370.2997957,1521.774095,143,"Comboios","Guarani, Tupiniquim","ES","Aracruz",3872.14,"Regularizada","","20/02/2006","28/08/2007",2007,"8/11/10",2010,"Y","TI","N",1,42.99855602,38.93341385,9.473834019,-7.888067553,-0.201810110640225
"30",31,10202,3908.658257,2015,1676.660799,369.2042387,1527.485974,143,"Comboios","Guarani, Tupiniquim","ES","Aracruz",3872.14,"Regularizada","","20/02/2006","28/08/2007",2007,"8/11/10",2010,"Y","TI","N",1,42.89607042,39.07954785,9.44580504,-4.005811711,-0.102485596018173
"31",32,10202,3908.658257,2016,1692.650221,383.6158358,1505.760254,143,"Comboios","Guarani, Tupiniquim","ES","Aracruz",3872.14,"Regularizada","","20/02/2006","28/08/2007",2007,"8/11/10",2010,"Y","TI","N",1,43.30514743,38.52371211,9.814514613,15.98942218,0.409077006191693
"32",33,10202,3908.658257,2017,1625.356546,386.6489376,1556.030005,143,"Comboios","Guarani, Tupiniquim","ES","Aracruz",3872.14,"Regularizada","","20/02/2006","28/08/2007",2007,"8/11/10",2010,"Y","TI","N",1,41.58349078,39.80982481,9.892114177,-67.29367457,-1.72165664392593
"33",34,10202,3908.658257,2018,1610.14486,383.880839,1536.418892,143,"Comboios","Guarani, Tupiniquim","ES","Aracruz",3872.14,"Regularizada","","20/02/2006","28/08/2007",2007,"8/11/10",2010,"Y","TI","N",1,41.19431156,39.30808965,9.821294514,-15.21168571,-0.389179219819421
"34",35,10202,3908.658257,2019,1620.255322,383.2227069,1570.831187,143,"Comboios","Guarani, Tupiniquim","ES","Aracruz",3872.14,"Regularizada","","20/02/2006","28/08/2007",2007,"8/11/10",2010,"Y","TI","N",1,41.45297991,40.18850162,9.804456713,10.11046161,0.258668344613992
"35",37,10301,1502.748851,1986,1345.473761,0,104.108756,145,"Coroa Vermelha","Pataxó","BA","Porto Seguro, Santa Cruz Cabrália",1493.99,"Regularizada","","17/01/1997","15/10/1997",1997,"10/7/00",2000,"Y","TI","N",0,89.53417335,6.927887916,0,-3.057159665,-0.203437830810226
"36",38,10301,1502.748851,1987,1350.239878,0,100.9489707,145,"Coroa Vermelha","Pataxó","BA","Porto Seguro, Santa Cruz Cabrália",1493.99,"Regularizada","","17/01/1997","15/10/1997",1997,"10/7/00",2000,"Y","TI","N",0,89.85133328,6.717620887,0,4.766117213,0.317159930605064
"37",39,10301,1502.748851,1988,1349.564354,0,99.09542194,145,"Coroa Vermelha","Pataxó","BA","Porto Seguro, Santa Cruz Cabrália",1493.99,"Regularizada","","17/01/1997","15/10/1997",1997,"10/7/00",2000,"Y","TI","N",0,89.80638072,6.594277007,0,-0.675524019,-0.0449525560142984
"38",40,10301,1502.748851,1989,1345.034038,0,98.55530478,145,"Coroa Vermelha","Pataxó","BA","Porto Seguro, Santa Cruz Cabrália",1493.99,"Regularizada","","17/01/1997","15/10/1997",1997,"10/7/00",2000,"Y","TI","N",0,89.50491212,6.558335063,0,-4.530315994,-0.301468604749577
"39",41,10301,1502.748851,1990,1349.280063,0,94.75868499,145,"Coroa Vermelha","Pataxó","BA","Porto Seguro, Santa Cruz Cabrália",1493.99,"Regularizada","","17/01/1997","15/10/1997",1997,"10/7/00",2000,"Y","TI","N",0,89.78746262,6.305690066,0,4.24602437,0.282550498519729
"40",42,10301,1502.748851,1991,1331.564585,9.103388318,101.2360745,145,"Coroa Vermelha","Pataxó","BA","Porto Seguro, Santa Cruz Cabrália",1493.99,"Regularizada","","17/01/1997","15/10/1997",1997,"10/7/00",2000,"Y","TI","N",0,88.60859112,6.73672613,0.605782418,-17.71547788,-1.17887149727057
"41",43,10301,1502.748851,1992,1303.723204,8.502254669,126.7847273,145,"Coroa Vermelha","Pataxó","BA","Porto Seguro, Santa Cruz Cabrália",1493.99,"Regularizada","","17/01/1997","15/10/1997",1997,"10/7/00",2000,"Y","TI","N",0,86.75589425,8.436854055,0.565780148,-27.8413809,-1.85269686824069
"42",44,10301,1502.748851,1993,1282.106307,5.496360944,153.0583949,145,"Coroa Vermelha","Pataxó","BA","Porto Seguro, Santa Cruz Cabrália",1493.99,"Regularizada","","17/01/1997","15/10/1997",1997,"10/7/00",2000,"Y","TI","N",0,85.3174039,10.18522788,0.365753795,-21.61689724,-1.43849035223784
"43",45,10301,1502.748851,1994,1257.645641,5.496360944,176.9490295,145,"Coroa Vermelha","Pataxó","BA","Porto Seguro, Santa Cruz Cabrália",1493.99,"Regularizada","","17/01/1997","15/10/1997",1997,"10/7/00",2000,"Y","TI","N",0,83.68967579,11.77502345,0.365753795,-24.4606655,-1.62772811196779
"44",46,10301,1502.748851,1995,1245.917512,4.208131183,193.1767333,145,"Coroa Vermelha","Pataxó","BA","Porto Seguro, Santa Cruz Cabrália",1493.99,"Regularizada","","17/01/1997","15/10/1997",1997,"10/7/00",2000,"Y","TI","N",0,82.90923074,12.85489143,0.280028907,-11.72812896,-0.780445045903415
"45",47,10301,1502.748851,1996,1231.20916,5.496332538,198.0807627,145,"Coroa Vermelha","Pataxó","BA","Porto Seguro, Santa Cruz Cabrália",1493.99,"Regularizada","","17/01/1997","15/10/1997",1997,"10/7/00",2000,"Y","TI","N",0,81.93046756,13.18122869,0.365751904,-14.70835238,-0.978763175910091
"46",48,10301,1502.748851,1997,1203.014579,4.208131183,209.0455164,145,"Coroa Vermelha","Pataxó","BA","Porto Seguro, Santa Cruz Cabrália",1493.99,"Regularizada","","17/01/1997","15/10/1997",1997,"10/7/00",2000,"Y","TI","N",0,80.05426709,13.91087515,0.280028907,-28.1945811,-1.87620047629635
"47",49,10301,1502.748851,1998,1032.615951,4.465773883,348.7155725,145,"Coroa Vermelha","Pataxó","BA","Porto Seguro, Santa Cruz Cabrália",1493.99,"Regularizada","","17/01/1997","15/10/1997",1997,"10/7/00",2000,"Y","TI","N",0,68.71513828,23.20517979,0.297173668,-170.3986278,-11.3391288029672
"48",50,10301,1502.748851,1999,999.5288362,5.753972699,391.2489997,145,"Coroa Vermelha","Pataxó","BA","Porto Seguro, Santa Cruz Cabrália",1493.99,"Regularizada","","17/01/1997","15/10/1997",1997,"10/7/00",2000,"Y","TI","N",0,66.51336554,26.03555475,0.382896496,-33.08711459,-2.20177274252995
"49",51,10301,1502.748851,2000,972.6823831,4.208131183,459.4169409,145,"Coroa Vermelha","Pataxó","BA","Porto Seguro, Santa Cruz Cabrália",1493.99,"Regularizada","","17/01/1997","15/10/1997",1997,"10/7/00",2000,"Y","TI","N",1,64.72687586,30.57177123,0.280028907,-26.84645309,-1.78648967671046
"50",52,10301,1502.748851,2001,969.5583488,4.294011426,464.5196976,145,"Coroa Vermelha","Pataxó","BA","Porto Seguro, Santa Cruz Cabrália",1493.99,"Regularizada","","17/01/1997","15/10/1997",1997,"10/7/00",2000,"Y","TI","N",1,64.51898788,30.91133275,0.285743784,-3.124034296,-0.207887984337577
"51",53,10301,1502.748851,2002,983.963652,4.208131183,446.2843626,145,"Coroa Vermelha","Pataxó","BA","Porto Seguro, Santa Cruz Cabrália",1493.99,"Regularizada","","17/01/1997","15/10/1997",1997,"10/7/00",2000,"Y","TI","N",1,65.47758473,29.6978675,0.280028907,14.4053032,0.958596853387313
"52",54,10301,1502.748851,2003,864.2973752,4.208131183,542.3373524,145,"Coroa Vermelha","Pataxó","BA","Porto Seguro, Santa Cruz Cabrália",1493.99,"Regularizada","","17/01/1997","15/10/1997",1997,"10/7/00",2000,"Y","TI","N",1,57.51442597,36.08968672,0.280028907,-119.6662768,-7.96315876204919
"53",55,10301,1502.748851,2004,853.7841645,4.208131183,575.7922158,145,"Coroa Vermelha","Pataxó","BA","Porto Seguro, Santa Cruz Cabrália",1493.99,"Regularizada","","17/01/1997","15/10/1997",1997,"10/7/00",2000,"Y","TI","N",1,56.81482732,38.3159312,0.280028907,-10.51321064,-0.699598647705105
"54",56,10301,1502.748851,2005,848.1005865,4.208131183,582.9121505,145,"Coroa Vermelha","Pataxó","BA","Porto Seguro, Santa Cruz Cabrália",1493.99,"Regularizada","","17/01/1997","15/10/1997",1997,"10/7/00",2000,"Y","TI","N",1,56.43661521,38.78972526,0.280028907,-5.683578066,-0.378212105250846
"55",57,10301,1502.748851,2006,848.5711893,4.379894324,582.5453458,145,"Coroa Vermelha","Pataxó","BA","Porto Seguro, Santa Cruz Cabrália",1493.99,"Regularizada","","17/01/1997","15/10/1997",1997,"10/7/00",2000,"Y","TI","N",1,56.46793135,38.76531634,0.291458837,0.470602851,0.0313161344749549
"56",58,10301,1502.748851,2007,840.5022582,4.208131183,583.6212701,145,"Coroa Vermelha","Pataxó","BA","Porto Seguro, Santa Cruz Cabrália",1493.99,"Regularizada","","17/01/1997","15/10/1997",1997,"10/7/00",2000,"Y","TI","N",1,55.93098659,38.83691342,0.280028907,-8.06893113,-0.536944754582947
"57",59,10301,1502.748851,2008,832.2742549,4.208131183,590.900438,145,"Coroa Vermelha","Pataxó","BA","Porto Seguro, Santa Cruz Cabrália",1493.99,"Regularizada","","17/01/1997","15/10/1997",1997,"10/7/00",2000,"Y","TI","N",1,55.38345643,39.32130361,0.280028907,-8.228003252,-0.547530164240332
"58",60,10301,1502.748851,2009,838.3779386,4.208131183,585.1876166,145,"Coroa Vermelha","Pataxó","BA","Porto Seguro, Santa Cruz Cabrália",1493.99,"Regularizada","","17/01/1997","15/10/1997",1997,"10/7/00",2000,"Y","TI","N",1,55.78962435,38.94114551,0.280028907,6.103683705,0.406167916943561
"59",61,10301,1502.748851,2010,830.9283263,4.208131183,595.0303546,145,"Coroa Vermelha","Pataxó","BA","Porto Seguro, Santa Cruz Cabrália",1493.99,"Regularizada","","17/01/1997","15/10/1997",1997,"10/7/00",2000,"Y","TI","N",1,55.29389199,39.59612775,0.280028907,-7.449612313,-0.495732357941427
"60",62,10301,1502.748851,2011,832.4968387,4.208131183,592.3369008,145,"Coroa Vermelha","Pataxó","BA","Porto Seguro, Santa Cruz Cabrália",1493.99,"Regularizada","","17/01/1997","15/10/1997",1997,"10/7/00",2000,"Y","TI","N",1,55.3982682,39.41689262,0.280028907,1.568512332,0.104376212362847
"61",63,10301,1502.748851,2012,846.2107634,4.208131183,578.8268795,145,"Coroa Vermelha","Pataxó","BA","Porto Seguro, Santa Cruz Cabrália",1493.99,"Regularizada","","17/01/1997","15/10/1997",1997,"10/7/00",2000,"Y","TI","N",1,56.31085747,38.51787205,0.280028907,13.71392471,0.912589266055609
"62",64,10301,1502.748851,2013,846.5902575,4.208131183,578.4317389,145,"Coroa Vermelha","Pataxó","BA","Porto Seguro, Santa Cruz Cabrália",1493.99,"Regularizada","","17/01/1997","15/10/1997",1997,"10/7/00",2000,"Y","TI","N",1,56.3361108,38.49157753,0.280028907,0.379494145,0.0252533312367843
"63",65,10301,1502.748851,2014,845.5141323,4.208131183,579.4690982,145,"Coroa Vermelha","Pataxó","BA","Porto Seguro, Santa Cruz Cabrália",1493.99,"Regularizada","","17/01/1997","15/10/1997",1997,"10/7/00",2000,"Y","TI","N",1,56.26450035,38.56060831,0.280028907,-1.076125199,-0.0716104489638369
"64",66,10301,1502.748851,2015,842.4915978,4.208131183,580.9690526,145,"Coroa Vermelha","Pataxó","BA","Porto Seguro, Santa Cruz Cabrália",1493.99,"Regularizada","","17/01/1997","15/10/1997",1997,"10/7/00",2000,"Y","TI","N",1,56.06336664,38.66042235,0.280028907,-3.022534468,-0.201133706805942
"65",67,10301,1502.748851,2016,850.3615396,5.496297552,575.4741163,145,"Coroa Vermelha","Pataxó","BA","Porto Seguro, Santa Cruz Cabrália",1493.99,"Regularizada","","17/01/1997","15/10/1997",1997,"10/7/00",2000,"Y","TI","N",1,56.5870697,38.29476336,0.365749576,7.869941727,0.523703060678634
"66",68,10301,1502.748851,2017,859.2939725,5.496297552,565.9013872,145,"Coroa Vermelha","Pataxó","BA","Porto Seguro, Santa Cruz Cabrália",1493.99,"Regularizada","","17/01/1997","15/10/1997",1997,"10/7/00",2000,"Y","TI","N",1,57.18147594,37.65774879,0.365749576,8.932432969,0.594406241805205
"67",69,10301,1502.748851,2018,869.3836445,5.496297552,553.6594578,145,"Coroa Vermelha","Pataxó","BA","Porto Seguro, Santa Cruz Cabrália",1493.99,"Regularizada","","17/01/1997","15/10/1997",1997,"10/7/00",2000,"Y","TI","N",1,57.85289033,36.84311304,0.365749576,10.08967193,0.671414383267427
"68",70,10301,1502.748851,2019,871.3928073,5.582178375,552.4284449,145,"Coroa Vermelha","Pataxó","BA","Porto Seguro, Santa Cruz Cabrália",1493.99,"Regularizada","","17/01/1997","15/10/1997",1997,"10/7/00",2000,"Y","TI","N",1,57.98658951,36.76119564,0.371464491,2.009162864,0.133699178186895
"69",72,12301,1874.764374,1986,986.0850711,0,888.0276459,175,"Faxinal","Kaingang","PR","Cândido de Abreu",2043.89,"Regularizada","","","",NA,"30/10/1991",1991,"Y","TI","N",0,52.5978136,47.36742697,0,-4.805028741,-0.256300408074642
"70",73,12301,1874.764374,1987,973.3270026,0,900.7857152,175,"Faxinal","Kaingang","PR","Cândido de Abreu",2043.89,"Regularizada","","","",NA,"30/10/1991",1991,"Y","TI","N",0,51.91729776,48.04794285,0,-12.75806857,-0.680515842253785
"71",74,12301,1874.764374,1988,937.5892324,0,937.175142,175,"Faxinal","Kaingang","PR","Cândido de Abreu",2043.89,"Regularizada","","","",NA,"30/10/1991",1991,"Y","TI","N",0,50.0110438,49.9889562,0,-35.73777015,-1.90625396159784
"72",75,12301,1874.764374,1989,924.2454829,0,950.5188915,175,"Faxinal","Kaingang","PR","Cândido de Abreu",2043.89,"Regularizada","","","",NA,"30/10/1991",1991,"Y","TI","N",0,49.29928771,50.70071229,0,-13.34374953,-0.71175608599441
"73",76,12301,1874.764374,1990,926.793925,0,947.9704494,175,"Faxinal","Kaingang","PR","Cândido de Abreu",2043.89,"Regularizada","","","",NA,"30/10/1991",1991,"Y","TI","N",0,49.43522171,50.56477829,0,2.548442095,0.135933994177766
"74",77,12301,1874.764374,1991,894.9578514,0,979.806523,175,"Faxinal","Kaingang","PR","Cândido de Abreu",2043.89,"Regularizada","","","",NA,"30/10/1991",1991,"Y","TI","N",1,47.73708438,52.26291562,0,-31.83607361,-1.69813732602964
"75",78,12301,1874.764374,1992,921.7824292,0,952.9819452,175,"Faxinal","Kaingang","PR","Cândido de Abreu",2043.89,"Regularizada","","","",NA,"30/10/1991",1991,"Y","TI","N",1,49.16790834,50.83209166,0,26.82457783,1.4308239585739
"76",79,12301,1874.764374,1993,959.2601832,0,915.5041912,175,"Faxinal","Kaingang","PR","Cândido de Abreu",2043.89,"Regularizada","","","",NA,"30/10/1991",1991,"Y","TI","N",1,51.1669731,48.8330269,0,37.47775401,1.99906476407152
"77",80,12301,1874.764374,1994,921.0983968,0.814308032,952.8516696,175,"Faxinal","Kaingang","PR","Cândido de Abreu",2043.89,"Regularizada","","","",NA,"30/10/1991",1991,"Y","TI","N",1,49.13142203,50.82514275,0.04343522,-38.16178645,-2.03555107933793
"78",81,12301,1874.764374,1995,917.5245262,0.732876819,956.5069714,175,"Faxinal","Kaingang","PR","Cândido de Abreu",2043.89,"Regularizada","","","",NA,"30/10/1991",1991,"Y","TI","N",1,48.94079164,51.02011668,0.039091676,-3.573870571,-0.190630386440232
"79",82,12301,1874.764374,1996,897.7315889,0.977168921,976.0556166,175,"Faxinal","Kaingang","PR","Cândido de Abreu",2043.89,"Regularizada","","","",NA,"30/10/1991",1991,"Y","TI","N",1,47.88503564,52.06284213,0.052122226,-19.79293732,-1.05575599763344
"80",83,12301,1874.764374,1997,871.9498856,0.977168921,1001.83732,175,"Faxinal","Kaingang","PR","Cândido de Abreu",2043.89,"Regularizada","","","",NA,"30/10/1991",1991,"Y","TI","N",1,46.50983865,53.43803912,0.052122226,-25.78170322,-1.37519698888838
"81",84,12301,1874.764374,1998,908.9772419,0.895738391,964.891394,175,"Faxinal","Kaingang","PR","Cândido de Abreu",2043.89,"Regularizada","","","",NA,"30/10/1991",1991,"Y","TI","N",1,48.48487919,51.4673421,0.047778718,37.02735629,1.97504053328037
"82",85,12301,1874.764374,1999,927.4418998,0.895738391,946.4267361,175,"Faxinal","Kaingang","PR","Cândido de Abreu",2043.89,"Regularizada","","","",NA,"30/10/1991",1991,"Y","TI","N",1,49.46978471,50.48243657,0.047778718,18.4646579,0.984905524986256
"83",86,12301,1874.764374,2000,915.1468444,1.058599963,958.55893,175,"Faxinal","Kaingang","PR","Cândido de Abreu",2043.89,"Regularizada","","","",NA,"30/10/1991",1991,"Y","TI","N",1,48.81396601,51.12956823,0.056465761,-12.29505539,-0.655818702366701
"84",87,12301,1874.764374,2001,943.5329887,1.058599963,930.1727857,175,"Faxinal","Kaingang","PR","Cândido de Abreu",2043.89,"Regularizada","","","",NA,"30/10/1991",1991,"Y","TI","N",1,50.32808398,49.61545026,0.056465761,28.3861443,1.51411797096588
"85",88,12301,1874.764374,2002,990.39795,0.732876306,883.6335481,175,"Faxinal","Kaingang","PR","Cândido de Abreu",2043.89,"Regularizada","","","",NA,"30/10/1991",1991,"Y","TI","N",1,52.82786272,47.13304563,0.039091649,46.86496123,2.4997787391281
"86",89,12301,1874.764374,2003,990.470319,0.814306836,883.4797485,175,"Faxinal","Kaingang","PR","Cândido de Abreu",2043.89,"Regularizada","","","",NA,"30/10/1991",1991,"Y","TI","N",1,52.83172289,47.12484196,0.043435156,0.072369065,0.00386016856324154
"87",90,12301,1874.764374,2004,985.7904679,0.651445435,888.322461,175,"Faxinal","Kaingang","PR","Cândido de Abreu",2043.89,"Regularizada","","","",NA,"30/10/1991",1991,"Y","TI","N",1,52.58209946,47.38315242,0.034748123,-4.679851112,-0.249623428784016
"88",91,12301,1874.764374,2005,976.7863006,0.651445435,897.3266283,175,"Faxinal","Kaingang","PR","Cândido de Abreu",2043.89,"Regularizada","","","",NA,"30/10/1991",1991,"Y","TI","N",1,52.10181685,47.86343503,0.034748123,-9.004167275,-0.480282610437529
"89",92,12301,1874.764374,2006,978.0392952,1.465942017,895.2591372,175,"Faxinal","Kaingang","PR","Cândido de Abreu",2043.89,"Regularizada","","","",NA,"30/10/1991",1991,"Y","TI","N",1,52.16865162,47.75315498,0.078193401,1.252994527,0.0668347737122084
"90",93,12301,1874.764374,2007,971.6202934,1.303059644,901.8410213,175,"Faxinal","Kaingang","PR","Cândido de Abreu",2043.89,"Regularizada","","","",NA,"30/10/1991",1991,"Y","TI","N",1,51.82626183,48.10423292,0.069505249,-6.419001753,-0.342389787325882
"91",94,12301,1874.764374,2008,958.2856155,1.46596333,913.9538464,175,"Faxinal","Kaingang","PR","Cândido de Abreu",2043.89,"Regularizada","","","",NA,"30/10/1991",1991,"Y","TI","N",1,51.11498963,48.75033145,0.078194537,-13.33467793,-0.711272206519964
"92",95,12301,1874.764374,2009,966.9366973,2.361714758,904.6513923,175,"Faxinal","Kaingang","PR","Cândido de Abreu",2043.89,"Regularizada","","","",NA,"30/10/1991",1991,"Y","TI","N",1,51.57643865,48.25413821,0.125973951,8.651081858,0.461449021433133
